gene pos_mean pos_sd pos_sCV Fano_pos neg_mean neg_sd neg_sCV Fano_neg
Ppie 0.3217 0.7555 5.5162 1.7744 0.2767 0.6354 5.2742 1.4593
Ndufs5 0.4507 0.8495 3.5527 1.6011 0.6482 0.8923 1.8946 1.2282
Akirin1 0.3735 0.7817 4.379 1.6357 0.4276 0.7638 3.1913 1.3645
Utp11l 0.2087 0.61 8.541 1.7827 0.2661 0.6294 5.5936 1.4886
Sf3a3 0.2296 0.624 7.3845 1.6956 0.208 0.5504 7.0032 1.4567
Mtf1 0.2256 0.6479 8.252 1.8613 0.168 0.505 9.0353 1.5179
Yrdc 0.2709 0.6824 6.3456 1.7191 0.2569 0.6125 5.6852 1.4605
Cdca8 0.426 0.8662 4.1354 1.7615 0.3549 0.7567 4.5451 1.6132
Mrps15 0.29 0.7044 5.8986 1.7108 0.3125 0.6794 4.7273 1.4772
Lsm10 0.1635 0.5601 11.737 1.9187 0.229 0.609 7.0735 1.6197
Thrap3 0.2005 0.5912 8.6958 1.7434 0.2191 0.5709 6.7911 1.4878
Trappc3 0.276 0.7087 6.5921 1.8195 0.3478 0.7074 4.1358 1.4386
Psmb2 1.6029 1.2227 0.5819 0.9327 1.5029 1.0927 0.5286 0.7944
Sfpq 0.2665 0.6739 6.3924 1.7038 0.4368 0.771 3.1154 1.3609
Smim12 0.1697 0.5483 10.4425 1.7719 0.2363 0.5963 6.3696 1.5048
Ak2 0.8077 1.0588 1.7184 1.3879 0.8036 0.9645 1.4404 1.1575
Rbbp4 0.8119 1.0613 1.7089 1.3874 0.7672 0.9482 1.5273 1.1718
Zbtb8os 0.1824 0.5698 9.7589 1.7801 0.1879 0.5328 8.043 1.5111
Marcksl1 0.6594 1.0189 2.3879 1.5745 0.5993 0.9204 2.3592 1.4137
Hdac1 0.4274 0.8174 3.6589 1.5636 0.5147 0.8128 2.4939 1.2836
Eif3i 0.5668 0.9375 2.7358 1.5507 0.7604 0.9627 1.6028 1.2188
Tmem234 0.7581 1.0792 2.0265 1.5362 0.7885 0.9812 1.5487 1.2211
Khdrbs1 0.3363 0.7463 4.9262 1.6565 0.3728 0.7142 3.6704 1.3684
Ptp4a2 0.3034 0.7457 6.0421 1.8331 0.3639 0.7501 4.2489 1.5462
Zcchc17 0.2255 0.6303 7.8103 1.7614 0.2817 0.6425 5.2031 1.4656
Snrnp40 0.5369 0.9099 2.8722 1.542 0.5356 0.8188 2.3371 1.2517
Laptm5 0.6367 0.9783 2.361 1.5033 0.9967 1.0358 1.08 1.0764
Taf12 0.2103 0.615 8.549 1.7981 0.2553 0.6275 6.0425 1.5425
Trnau1ap 0.2505 0.6757 7.2768 1.8228 0.2525 0.6211 6.0529 1.5281
Atpif1 0.9926 1.1482 1.3383 1.3284 0.9918 1.0675 1.1585 1.149
Dnajc8 0.7707 1.0427 1.8305 1.4107 0.6188 0.8949 2.0914 1.2942
Rpa2 0.2918 0.7177 6.0502 1.7654 0.2036 0.552 7.3485 1.4962
Wasf2 0.1861 0.591 10.0838 1.8768 0.2828 0.6724 5.6512 1.5984
Tmem222 0.295 0.7132 5.8456 1.7244 0.2853 0.6472 5.1444 1.4678
Nudc 0.705 1.0174 2.0828 1.4683 0.6059 0.8808 2.1131 1.2803
Rps6ka1 0.313 0.7344 5.5045 1.723 0.4498 0.7834 3.0336 1.3645
Hmgn2 3.6275 1.3066 0.1297 0.4706 3.0112 1.3105 0.1894 0.5703
Cd52 1.6508 1.3142 0.6338 1.0463 2.2268 1.1787 0.2802 0.6239
Sh3bgrl3 3.1531 0.8795 0.0778 0.2454 3.3473 0.6485 0.0375 0.1256
Stmn1 1.7568 1.573 0.8016 1.4083 1.4374 1.5117 1.106 1.5898
Mtfr1l 0.185 0.5774 9.7428 1.8023 0.232 0.5936 6.5457 1.5187
Tmem50a 1.3095 1.1921 0.8288 1.0852 1.4525 1.0859 0.559 0.8119
Rsrp1 0.718 1.0276 2.0483 1.4707 1.0433 1.0625 1.0372 1.0821
Syf2 0.7298 1.0436 2.0453 1.4926 0.6456 0.9159 2.0129 1.2995
Srrm1 0.2933 0.7194 6.0186 1.7649 0.4389 0.7935 3.2685 1.4346
Srsf10 0.2112 0.5971 7.9895 1.6876 0.2672 0.6154 5.3025 1.4171
Pnrc2 0.3168 0.7378 5.4241 1.7183 0.4616 0.7993 2.9978 1.3839
Fuca1 0.4811 0.8913 3.4314 1.651 0.4986 0.828 2.7584 1.3752
Hmgcl 0.1732 0.566 10.684 1.8502 0.2221 0.6052 7.4262 1.6493
Lypla2 0.2591 0.6695 6.6748 1.7297 0.3181 0.6824 4.6014 1.4638
Rpl11 2.6097 1.1263 0.1863 0.4861 2.836 1.0211 0.1296 0.3676
Hnrnpr 0.327 0.742 5.15 1.684 0.3409 0.6835 4.0204 1.3704
Cdc42 1.753 1.1894 0.4604 0.807 1.8951 1.0324 0.2967 0.5624
Hp1bp3 0.2081 0.6165 8.7799 1.8268 0.3906 0.7432 3.621 1.4142
Ddost 1.0098 1.132 1.2566 1.2689 0.7996 0.9612 1.445 1.1555
Minos1 0.8901 1.0892 1.4974 1.3328 0.8859 0.9865 1.24 1.0986
Capzb 1.642 1.2143 0.5469 0.898 1.5139 1.0804 0.5093 0.771
Mrto4 0.2866 0.6968 5.9113 1.6943 0.2704 0.6258 5.3553 1.4481
Padi4 0.3019 0.7248 5.7651 1.7404 0.4214 0.795 3.5601 1.5001
Sdhb 0.8376 1.1 1.7245 1.4445 0.8208 0.9817 1.4305 1.1741
Necap2 0.3344 0.7673 5.2665 1.7609 0.3122 0.6898 4.8818 1.5242
Efhd2 0.5524 0.9263 2.8118 1.5533 0.7586 0.9506 1.5702 1.1912
2510039O18Rik 0.219 0.6231 8.0933 1.7726 0.1987 0.5513 7.7001 1.5298
Srm 0.2171 0.6232 8.2378 1.7887 0.2651 0.6386 5.8045 1.5386
Pgd 0.5697 0.9355 2.6971 1.5364 0.9234 0.9971 1.1659 1.0767
Eno1 1.9134 1.1659 0.3713 0.7104 2.03 1.0386 0.2618 0.5314
Park7 1.0666 1.1696 1.2025 1.2826 1.0239 1.0403 1.0323 1.057
Camta1 0.3032 0.7334 5.8505 1.7739 0.2244 0.5838 6.7669 1.5186
Vamp3 0.2075 0.6081 8.587 1.782 0.2407 0.6018 6.251 1.5047
Acot7 0.2342 0.6516 7.7424 1.8132 0.2401 0.6015 6.2756 1.5068
Rpl22 0.92 1.132 1.514 1.3929 1.1391 1.1025 0.9368 1.0671
A430005L14Rik 0.338 0.7739 5.2441 1.7723 0.2721 0.6336 5.4227 1.4754
Tprgl 0.5821 0.9594 2.716 1.5811 0.5933 0.9015 2.3087 1.3697
Rer1 0.71 1.017 2.0516 1.4566 0.7766 0.9542 1.5096 1.1723
Faap20 0.2469 0.6694 7.3538 1.8154 0.2733 0.6418 5.5153 1.5072
Gnb1 0.3049 0.7384 5.8657 1.7885 0.3132 0.6943 4.9147 1.5391
Nadk 0.3245 0.7491 5.3293 1.7294 0.3826 0.7592 3.937 1.5065
Ssu72 0.6154 0.9853 2.5636 1.5776 0.8268 0.9975 1.4556 1.2035
Mrpl20 0.6344 0.982 2.3962 1.5201 0.6217 0.8828 2.0165 1.2537
Ccnl2 0.2865 0.7106 6.1533 1.7628 0.2502 0.6168 6.077 1.5205
Aurkaip1 0.7326 1.0367 2.0022 1.4669 0.7562 0.9585 1.6066 1.2149
Ube2j2 0.7644 1.0545 1.9032 1.4548 0.6141 0.8807 2.0569 1.2631
Fam132a 0.3658 0.8051 4.8429 1.7717 0.4239 0.779 3.3768 1.4314
Sdf4 0.4555 0.8743 3.6834 1.6779 0.4887 0.8107 2.7523 1.3449
Cdk6 0.2607 0.6734 6.6726 1.7394 0.3638 0.725 3.9718 1.445
Sri 1.3788 1.2179 0.7802 1.0757 1.4012 1.1197 0.6386 0.8948
Tmem60 0.2195 0.6283 8.1955 1.7987 0.1977 0.5553 7.8918 1.5599
Rsbn1l 0.171 0.5757 11.3364 1.9384 0.2172 0.5889 7.3552 1.5972
Dnajc2 0.1736 0.5532 10.1525 1.7626 0.2634 0.6229 5.5926 1.473
Psmc2 0.4066 0.8155 4.0229 1.6356 0.4773 0.7999 2.8079 1.3403
Kmt2e 0.1697 0.564 11.0489 1.8748 0.2696 0.6473 5.7633 1.554
Tomm7 0.5869 0.9211 2.4633 1.4457 0.676 0.8865 1.7197 1.1625
Rheb 0.9293 1.1085 1.4227 1.3221 0.8469 0.991 1.3692 1.1596
Dnajb6 1.0119 1.1442 1.2787 1.2939 0.8426 0.9769 1.344 1.1325
Tyms 0.4112 0.8376 4.149 1.7062 0.3283 0.7229 4.8483 1.5917
Hadhb 0.3482 0.7653 4.8303 1.6819 0.3655 0.7061 3.7313 1.3639
Cenpa 0.5644 1.0402 3.3968 1.9171 0.4076 0.8739 4.5958 1.8734
Ost4 0.6945 0.993 2.0444 1.4198 0.7059 0.9233 1.7108 1.2076
Khk 0.506 0.9378 3.4345 1.738 0.6745 0.9499 1.9834 1.3378
Atraid 0.2924 0.7365 6.3468 1.8556 0.3585 0.7392 4.2523 1.5244
Snx17 0.3163 0.7284 5.3039 1.6774 0.3699 0.7258 3.8493 1.424
Ppm1g 0.1643 0.535 10.6021 1.7421 0.219 0.5604 6.5457 1.4338
Nrbp1 0.2342 0.6453 7.5916 1.7779 0.2266 0.5837 6.6351 1.5034
Mrpl33 1.389 1.2173 0.7681 1.0669 1.5555 1.1252 0.5233 0.814
Bre 0.3512 0.775 4.8701 1.7104 0.3002 0.6682 4.954 1.4872
Ppp1cb 0.8728 1.0869 1.5509 1.3536 1.1279 1.0557 0.8761 0.9881
Ywhah 1.2529 1.1894 0.9012 1.1291 1.3878 1.0839 0.61 0.8465
Ctbp1 0.6708 0.9818 2.1421 1.4369 0.695 0.912 1.7221 1.1968
Slbp 0.9076 1.1333 1.5592 1.4152 0.823 1.0168 1.5266 1.2564
Tacc3 0.2366 0.6337 7.1751 1.6974 0.2426 0.61 6.3212 1.5336
Gm1673 0.2677 0.702 6.8758 1.8407 0.2179 0.6112 7.8694 1.7147
Rnf4 0.206 0.6086 8.7307 1.7984 0.17 0.5167 9.2389 1.5706
Mfsd10 0.6559 1.008 2.362 1.5491 0.6251 0.8912 2.0328 1.2706
Lrpap1 0.1837 0.5836 10.093 1.8541 0.2026 0.5571 7.5604 1.5319
Grpel1 0.4435 0.8418 3.6025 1.5977 0.4785 0.7966 2.7708 1.326
Mrfap1 0.7124 1.0195 2.0484 1.4592 0.8507 0.9714 1.3039 1.1092
Lyar 0.2628 0.6692 6.4832 1.704 0.2628 0.623 5.6179 1.4766
Tmem128 0.2223 0.6426 8.3558 1.8575 0.2691 0.6285 5.4539 1.4677
Wdr1 0.8167 1.0515 1.6575 1.3538 0.9789 1.0123 1.0693 1.0468
Rab28 0.479 0.8748 3.3354 1.5978 0.5043 0.8149 2.6108 1.3167
Fbxl5 0.2024 0.6215 9.4298 1.9084 0.2567 0.6531 6.4724 1.6617
Qdpr 0.2093 0.6182 8.7256 1.8261 0.1875 0.5216 7.743 1.4515
Med28 0.6818 1.0034 2.166 1.4768 0.587 0.8796 2.2451 1.318
Dhx15 0.2166 0.6101 7.935 1.7185 0.2455 0.5898 5.7709 1.4169
Smim20 0.4491 0.8811 3.8491 1.7286 0.5002 0.8465 2.8637 1.4325
Rpl9 2.6789 1.102 0.1692 0.4533 2.8481 0.9657 0.115 0.3274
Ugdh 0.2111 0.6123 8.4122 1.7758 0.2013 0.5502 7.4718 1.5039
Smim14 1.8683 1.2248 0.4297 0.8029 2.1083 1.086 0.2653 0.5594
Ube2k 0.5914 0.9503 2.5818 1.527 0.6415 0.9133 2.0267 1.3002
Tmem33 0.2863 0.7156 6.2458 1.7883 0.3271 0.6902 4.453 1.4564
Commd8 0.3086 0.7422 5.7862 1.7854 0.3315 0.7023 4.4891 1.4879
Ociad1 0.4126 0.8334 4.0788 1.6831 0.458 0.7865 2.9493 1.3507
Fip1l1 0.2141 0.6093 8.0998 1.7339 0.2412 0.595 6.0849 1.4678
Chic2 0.4857 0.881 3.2904 1.5982 0.596 0.8797 2.1788 1.2986
Srd5a3 0.1809 0.5717 9.9889 1.8068 0.2946 0.6678 5.1383 1.5137
Tmem165 0.3635 0.7729 4.522 1.6435 0.6062 0.8818 2.1163 1.2828
Paics 0.2863 0.7009 5.9907 1.7154 0.3142 0.6645 4.4714 1.4051
Srp72 0.1784 0.5632 9.9673 1.778 0.2018 0.5498 7.4202 1.4976
Cxcl2 0.3985 0.9628 5.8381 2.3263 0.7354 1.2 2.6625 1.958
Rchy1 0.3089 0.7345 5.6533 1.7464 0.3844 0.7507 3.8136 1.466
G3bp2 0.2924 0.7123 5.9356 1.7355 0.3818 0.7355 3.7117 1.417
Anxa3 0.747 1.0526 1.9858 1.4833 0.8161 0.9843 1.4547 1.1872
Hnrnpd 0.1966 0.5944 9.141 1.797 0.2747 0.6396 5.4227 1.4894
Hnrnpdl 0.7959 1.0873 1.8664 1.4854 0.542 0.8543 2.4848 1.3467
Cops4 0.3197 0.7406 5.3681 1.7159 0.3056 0.6551 4.5948 1.4042
Plac8 3.2146 1.4088 0.1921 0.6174 2.936 1.4184 0.2334 0.6852
Mrps18c 0.5673 0.9364 2.7247 1.5457 0.5626 0.856 2.3151 1.3025
Rpl5 1.1526 1.2179 1.1166 1.2869 1.3011 1.1498 0.781 1.0162
Tmed5 0.2789 0.6981 6.2674 1.7478 0.3362 0.6984 4.3162 1.4509
Atp5k 0.4144 0.8028 3.7527 1.5552 0.4483 0.7658 2.918 1.3082
Crlf2 0.4694 0.8902 3.5966 1.6883 0.4588 0.8192 3.1885 1.4629
Tpst2 0.2244 0.6456 8.2795 1.8578 0.3158 0.6987 4.8948 1.5458
Iscu 0.6868 1.0261 2.232 1.533 0.659 0.9319 1.9995 1.3178
Selplg 0.5331 0.9755 3.3482 1.785 0.6513 0.9628 2.1855 1.4234
Coro1c 0.2802 0.6835 5.9489 1.667 0.3122 0.6673 4.5676 1.4261
Gltp 0.8584 1.1064 1.6613 1.4261 0.6165 0.9104 2.1807 1.3445
Git2 0.2019 0.6165 9.32 1.8821 0.2205 0.5903 7.1682 1.5804
Ankrd13a 0.3485 0.7686 4.863 1.6948 0.3665 0.7069 3.7199 1.3634
Mlec 0.1764 0.5501 9.7241 1.7155 0.2219 0.5667 6.5219 1.4474
Pop5 0.2533 0.6793 7.1929 1.8219 0.2665 0.6281 5.5541 1.4803
Dynll1 0.8989 1.1348 1.5939 1.4327 1.254 1.1138 0.789 0.9893
Srsf9 0.4073 0.8307 4.1586 1.6939 0.5483 0.8678 2.5055 1.3737
Triap1 0.235 0.6635 7.9698 1.8731 0.2119 0.5662 7.1408 1.5129
Cox6a1 1.1828 1.1857 1.0049 1.1886 1.2488 1.0763 0.7428 0.9277
Pxn 0.1864 0.5782 9.6201 1.7935 0.2264 0.5882 6.747 1.5278
Rplp0 3.1788 1.0298 0.1049 0.3336 3.387 0.9741 0.0827 0.2802
Pebp1 0.4568 0.8728 3.6516 1.6679 0.4267 0.7734 3.2858 1.402
Rfc5 0.2203 0.6086 7.6346 1.6816 0.2464 0.5892 5.718 1.4089
Slc8b1 0.2144 0.6212 8.3959 1.8 0.3169 0.6797 4.6003 1.4579
Rpl6 1.9916 1.2261 0.379 0.7549 2.2798 1.0845 0.2263 0.5158
Erp29 0.5608 0.9568 2.9109 1.6324 0.6537 0.9367 2.0535 1.3423
Aldh2 0.9624 1.122 1.3591 1.308 1.2857 1.0721 0.6953 0.894
Ppp1cc 0.9947 1.1172 1.2614 1.2547 0.9967 1.0151 1.0373 1.0339
Hvcn1 0.2328 0.6516 7.8329 1.8236 0.275 0.6416 5.4409 1.4965
Vps29 0.704 1.0141 2.075 1.4607 0.6656 0.9114 1.8746 1.2478
Arpc3 1.9852 1.1878 0.358 0.7107 2.076 1.0101 0.2368 0.4915
Anapc5 0.4874 0.875 3.2227 1.5708 0.5227 0.8207 2.4655 1.2886
Orai1 0.3846 0.8198 4.543 1.7474 0.4954 0.8351 2.8419 1.4078
Psmd9 0.2391 0.6517 7.4268 1.7759 0.282 0.6411 5.1689 1.4576
Rsrc2 0.2084 0.6185 8.8067 1.8354 0.2882 0.6644 5.3134 1.5314
Denr 0.4539 0.856 3.556 1.6142 0.3925 0.7382 3.5372 1.3884
Arl6ip4 0.4903 0.9046 3.4041 1.669 0.4704 0.8104 2.9679 1.3961
Rilpl2 0.3181 0.7537 5.6151 1.786 0.3831 0.7515 3.8491 1.4744
Tmed2 2.1073 1.1432 0.2943 0.6202 1.8368 1.0679 0.338 0.6208
Ubc 2.3907 1.1557 0.2337 0.5587 2.1885 1.0471 0.2289 0.501
Bri3bp 0.1899 0.5961 9.8547 1.8714 0.2254 0.6003 7.0912 1.5987
Ran 1.28 1.2749 0.992 1.2698 1.3104 1.2148 0.8595 1.1262
Mrps17 0.3482 0.7688 4.8757 1.6977 0.4267 0.7649 3.213 1.3711
Gbas 0.1635 0.5427 11.0129 1.8009 0.2154 0.569 6.9758 1.5028
Psph 0.1791 0.562 9.8526 1.7641 0.1992 0.5323 7.1423 1.4226
Chchd2 1.6106 1.2425 0.5952 0.9586 1.7344 1.0735 0.3831 0.6644
Gusb 0.453 0.8623 3.6231 1.6413 0.5492 0.8465 2.3752 1.3045
Asl 0.1905 0.5946 9.7394 1.8556 0.2228 0.5822 6.8256 1.521
Crcp 0.205 0.6095 8.8415 1.8123 0.2361 0.5916 6.2771 1.4823
Tmem248 0.4792 0.8934 3.4753 1.6655 0.3859 0.728 3.5596 1.3735
Sbds 0.2157 0.6256 8.4125 1.8146 0.2075 0.5656 7.4286 1.5415
Ncf1 0.4362 0.8501 3.7985 1.6567 0.834 0.999 1.4348 1.1966
Rfc2 0.456 0.8669 3.6139 1.6481 0.4841 0.8092 2.7936 1.3525
Lat2 0.5704 1.0191 3.1921 1.8207 0.4647 0.8675 3.4846 1.6194
Eif4h 0.5788 0.9328 2.5974 1.5034 0.6296 0.8809 1.9576 1.2325
Abhd11 0.2814 0.7154 6.4618 1.8184 0.3484 0.699 4.0258 1.4025
Wbscr22 0.1913 0.5842 9.3302 1.7845 0.185 0.5302 8.2102 1.5193
Bcl7b 0.2266 0.6376 7.9167 1.794 0.2133 0.5819 7.4454 1.5879
Mdh2 1.5182 1.2201 0.6458 0.9805 1.5184 1.0908 0.5161 0.7836
Polr2j 0.4623 0.8705 3.5459 1.6392 0.4582 0.7858 2.9404 1.3474
Fis1 1.2874 1.1996 0.8683 1.1178 1.3019 1.0762 0.6833 0.8896
Cldn15 0.3016 0.7207 5.7107 1.7222 0.5071 0.838 2.7308 1.3847
Znhit1 0.4579 0.8628 3.5501 1.6256 0.6539 0.9101 1.9372 1.2667
Ap1s1 0.3637 0.7849 4.6578 1.6939 0.3904 0.7351 3.5451 1.384
Pop7 0.1823 0.5786 10.0685 1.8358 0.2284 0.5882 6.6312 1.5146
Gnb2 1.6147 1.1967 0.5493 0.8869 1.73 1.0507 0.3689 0.6381
Mospd3 0.3306 0.7448 5.0775 1.6784 0.2914 0.6565 5.0734 1.4786
Tsc22d4 0.7591 1.0493 1.9112 1.4507 0.8543 0.9875 1.3362 1.1415
Ppp1r35 0.3226 0.7538 5.4605 1.7615 0.3441 0.7204 4.3834 1.5083
Pilra 0.3102 0.7588 5.9817 1.8557 0.5818 0.9349 2.5826 1.5024
Pilrb2 0.214 0.6445 9.0694 1.941 0.2988 0.7028 5.531 1.6529
Cops6 0.6184 0.9736 2.4785 1.5328 0.6197 0.8877 2.0522 1.2717
Mcm7 0.3458 0.7544 4.7586 1.6456 0.2992 0.6555 4.7995 1.4359
Lamtor4 1.293 1.2139 0.8815 1.1397 1.4057 1.1156 0.6298 0.8853
Get4 0.1931 0.592 9.3968 1.8149 0.2355 0.5868 6.2089 1.4622
Eif3b 0.3255 0.7287 5.011 1.6312 0.3605 0.6985 3.7534 1.3532
Chst12 0.5932 0.9502 2.5663 1.5223 0.7391 0.9297 1.5823 1.1695
Actb 2.8206 1.0778 0.146 0.4118 3.2505 0.8011 0.0607 0.1974
Kdelr2 0.2858 0.7079 6.1345 1.7534 0.3086 0.6632 4.6195 1.4254
Daglb 0.2036 0.6073 8.8925 1.8109 0.2177 0.5686 6.8202 1.4849
Rac1 1.0738 1.1505 1.1479 1.2327 1.133 1.0684 0.8893 1.0075
Ccz1 0.2457 0.6489 6.976 1.7138 0.2469 0.604 5.9838 1.4776
Bri3 0.5468 0.9656 3.1188 1.7053 0.4775 0.8473 3.1484 1.5035
Arpc1a 0.336 0.7565 5.0683 1.7031 0.4043 0.7512 3.4519 1.3957
Arpc1b 2.803 0.9525 0.1155 0.3236 2.9045 0.7514 0.0669 0.1944
Pdap1 0.2358 0.6388 7.3361 1.7302 0.2813 0.6476 5.3009 1.491
Bud31 0.3511 0.7801 4.936 1.7332 0.4101 0.7542 3.3818 1.3869
Cpsf4 0.1892 0.5864 9.6116 1.8181 0.2365 0.6039 6.5227 1.5424
Atp5j2 0.7407 1.0191 1.893 1.4021 0.9421 0.9976 1.1213 1.0564
Rnf6 0.2084 0.6089 8.5349 1.7789 0.2319 0.5881 6.4297 1.4913
Rpl21 1.9923 1.2405 0.3877 0.7724 2.1613 1.1311 0.2739 0.592
Gtf3a 0.2019 0.6059 9.0058 1.8183 0.2149 0.5742 7.142 1.5345
Polr1d 0.6061 0.9706 2.5646 1.5543 0.719 0.9413 1.7141 1.2324
Pomp 1.0763 1.1763 1.1945 1.2856 1.0153 1.045 1.0593 1.0756
Ubl3 0.2752 0.715 6.7478 1.8572 0.4129 0.7843 3.608 1.4898
Hmgb1 2.7005 1.2735 0.2224 0.6005 2.3687 1.3237 0.3123 0.7398
Alox5ap 2.2871 1.2087 0.2793 0.6388 2.6554 0.9927 0.1397 0.3711
N4bp2l1 0.1967 0.6125 9.6923 1.9068 0.1978 0.5723 8.3686 1.6557
Bet1 0.1851 0.5771 9.716 1.7988 0.2663 0.6284 5.5682 1.4827
Pon2 0.2406 0.6579 7.4749 1.7986 0.2695 0.6376 5.5981 1.5085
Shfm1 2.1602 1.1312 0.2742 0.5924 2.5052 0.8975 0.1283 0.3215
Rpa3 0.3838 0.7981 4.3235 1.6595 0.3262 0.6878 4.4452 1.4501
Ndufa4 1.4581 1.2412 0.7245 1.0565 1.31 1.1128 0.7215 0.9452
2610001J05Rik 0.4017 0.8114 4.0796 1.6389 0.5496 0.8568 2.4305 1.3358
Capza2 1.1891 1.1643 0.9586 1.1399 1.3862 1.0507 0.5745 0.7964
Lsm8 0.374 0.7878 4.4356 1.6591 0.4307 0.772 3.2129 1.3838
Ndufa5 0.3512 0.7656 4.7516 1.6688 0.3418 0.6924 4.1031 1.4026
Arf5 1.7769 1.211 0.4644 0.8253 1.6677 1.0449 0.3925 0.6546
Atp6v1f 1.0981 1.1802 1.1552 1.2685 1.1418 1.0648 0.8697 0.9931
Akr1b3 0.5067 0.9046 3.1867 1.6148 0.4855 0.8047 2.7468 1.3336
1810058I24Rik 0.641 1.0057 2.4613 1.5778 0.663 0.9298 1.9665 1.3039
Mtpn 0.1962 0.5876 8.9726 1.7601 0.2517 0.6169 6.0062 1.5118
1110001J03Rik 0.2605 0.6649 6.5178 1.6976 0.3376 0.6832 4.0965 1.3829
Luc7l2 0.5283 0.911 2.9736 1.5709 0.6244 0.8871 2.0187 1.2604
Mkrn1 0.761 1.1279 2.1966 1.6717 0.6228 0.9457 2.3061 1.4362
Ndufb2 0.4591 0.8447 3.3863 1.5545 0.4777 0.7918 2.7476 1.3125
Mrps33 0.6319 0.9843 2.426 1.5331 0.6153 0.8822 2.0553 1.2647
Ssbp1 0.3111 0.7381 5.629 1.7511 0.3459 0.6952 4.0393 1.3972
Zyx 0.4487 0.8748 3.8009 1.7055 0.5467 0.886 2.6263 1.4358
Pdia4 0.2317 0.6374 7.5679 1.7536 0.3106 0.6646 4.5771 1.4218
Tra2a 0.2785 0.7031 6.3729 1.7749 0.3488 0.7212 4.2754 1.4911
Cycs 1.1291 1.1897 1.1103 1.2536 1.1614 1.0964 0.8911 1.0349
Hnrnpa2b1 1.8139 1.249 0.4741 0.86 1.8366 1.1287 0.3776 0.6936
Cbx3 0.2722 0.662 5.9167 1.6104 0.206 0.547 7.0501 1.4523
Snx10 0.2185 0.6381 8.5248 1.863 0.2669 0.6482 5.9007 1.5746
Skap2 0.8377 1.0786 1.6576 1.3886 1.0976 1.0586 0.9301 1.0209
Hoxa7 0.1971 0.6074 9.4942 1.8716 0.2418 0.6176 6.5223 1.5772
Hoxa9 0.3622 0.7887 4.7409 1.7172 0.5629 0.8682 2.3788 1.339
Hoxa10 0.2947 0.7215 5.9944 1.7664 0.4194 0.7666 3.3412 1.4012
Hibadh 0.277 0.6844 6.102 1.6905 0.2791 0.629 5.0801 1.4177
Tax1bp1 0.8531 1.0971 1.6539 1.4109 0.9342 1.0345 1.2264 1.1456
Lsm5 0.7217 1.0348 2.0557 1.4837 0.7004 0.9289 1.7587 1.2319
Nt5c3 0.1936 0.5796 8.9654 1.7355 0.2121 0.5663 7.1297 1.512
Mad2l1 0.2465 0.6528 7.0147 1.7291 0.2058 0.5481 7.096 1.46
Gng12 1.0713 1.1896 1.233 1.3209 0.8252 1.0091 1.4955 1.234
Gadd45a 0.3615 0.8162 5.0961 1.8425 0.4918 0.8803 3.2043 1.5758
Serbp1 1.5021 1.228 0.6684 1.0039 1.4819 1.1332 0.5847 0.8665
Rpia 0.2798 0.6859 6.0109 1.6816 0.2809 0.6229 4.9164 1.3811
Krcc1 0.2418 0.6569 7.3839 1.7851 0.3594 0.7132 3.939 1.4155
Chmp3 0.1986 0.597 9.0379 1.7947 0.2829 0.6581 5.4105 1.5308
Mrpl35 0.2718 0.6947 6.5325 1.7757 0.262 0.6222 5.6417 1.4779
Immt 0.1774 0.5568 9.8556 1.748 0.2455 0.6055 6.086 1.4938
Vamp8 1.7924 1.2253 0.4673 0.8376 1.8411 1.0541 0.3278 0.6035
Mat2a 0.1819 0.5601 9.4773 1.7243 0.2026 0.5562 7.5381 1.5272
Capg 1.0878 1.2339 1.2866 1.3996 1.1235 1.1564 1.0594 1.1902
Tmsb10 1.3693 1.3997 1.0449 1.4308 1.7789 1.4024 0.6215 1.1055
Suclg1 0.4457 0.8554 3.6825 1.6414 0.4786 0.8069 2.8425 1.3604
Mrpl19 0.2125 0.5985 7.9292 1.6852 0.2793 0.628 5.0568 1.4121
Pole4 0.4214 0.8314 3.8936 1.6406 0.4422 0.7762 3.0809 1.3625
Htra2 0.1777 0.5651 10.111 1.7969 0.212 0.5574 6.915 1.4658
Aup1 0.1993 0.6018 9.1136 1.8167 0.2479 0.623 6.318 1.566
Dctn1 0.1626 0.5372 10.9149 1.7748 0.2396 0.5839 5.9421 1.4234
Bola3 0.2487 0.6399 6.6197 1.6464 0.2173 0.5616 6.6798 1.4514
Dguok 0.1679 0.5643 11.2919 1.8963 0.2411 0.6213 6.6422 1.6012
Tex261 0.2871 0.718 6.2548 1.7957 0.3613 0.723 4.0044 1.4469
Cct7 0.5042 0.8866 3.0919 1.5589 0.5978 0.8634 2.0864 1.2471
Dusp11 0.1894 0.5912 9.7468 1.8456 0.2175 0.5865 7.2726 1.5816
Snrpg 0.8625 1.0535 1.4921 1.2869 0.931 0.9995 1.1525 1.073
Pcbp1 0.7392 1.0214 1.9095 1.4115 0.7314 0.9393 1.6491 1.2062
Snrnp27 0.4608 0.8645 3.52 1.6219 0.4856 0.8113 2.7913 1.3554
Nfu1 0.6295 0.9767 2.4071 1.5154 0.7601 0.9621 1.602 1.2177
Cnbp 1.7741 1.2318 0.4821 0.8553 1.4862 1.1071 0.5549 0.8247
Rab7 0.8303 1.0639 1.6419 1.3633 0.896 1.0074 1.2642 1.1327
